Trace, Start Freq(Hz), Stop Freq(Hz)
Trace-A, 25049442790, 25050442790

RBW(Hz), VBW(Hz), SWT(ms), ATT(dB)
3000, 3000, 66, 10

Detection, Trace Points
Pos & Neg, 10001

Ref Level(dBm), PreAmp
-10.00, Off

Storage Mode-A
Off

Wave Data(dBm)-A, A(neg)
-100.094, -100.301
-100.335, -100.527
-100.527, -100.728
-100.728, -100.876
-100.876, -101.012
-101.012, -101.095
-101.105, -101.146
-101.146, -101.156
-101.117, -101.152
-101.036, -101.117
-100.933, -101.036
-100.782, -100.914
-100.602, -100.782
-100.432, -100.602
-100.221, -100.432
-100.033, -100.221
-99.812, -100.000
-99.592, -99.812
-99.410, -99.592
-99.206, -99.410
-99.042, -99.206
-98.863, -99.015
-98.701, -98.863
-98.578, -98.701
-98.450, -98.578
-98.356, -98.450
-98.268, -98.342
-98.199, -98.268
-98.158, -98.199
-98.130, -98.158
-98.123, -98.130
-98.124, -98.138
-98.138, -98.175
-98.175, -98.227
-98.227, -98.309
-98.309, -98.399
-98.416, -98.528
-98.528, -98.685
-98.685, -98.841
-98.841, -99.048
-99.048, -99.250
-99.285, -99.513
-99.513, -99.806
-99.806, -100.083
-100.083, -100.435
-100.435, -100.764
-100.821, -101.178
-101.178, -101.625
-101.625, -102.034
-102.034, -102.539
-102.539, -102.992
-103.070, -103.542
-103.542, -104.103
-104.103, -104.587
-104.587, -105.135
-105.135, -105.580
-105.651, -106.044
-106.044, -106.422
-106.422, -106.662
-106.662, -106.825
-106.825, -106.864
-106.792, -106.860
-106.616, -106.792
-106.401, -106.616
-106.096, -106.401
-105.808, -106.096
-105.456, -105.757
-105.100, -105.456
-104.803, -105.100
-104.470, -104.803
-104.196, -104.470
-103.896, -104.152
-103.614, -103.896
-103.385, -103.614
-103.133, -103.385
-102.925, -103.133
-102.693, -102.891
-102.466, -102.693
-102.277, -102.466
-102.056, -102.277
-101.867, -102.056
-101.644, -101.835
-101.420, -101.644
-101.224, -101.420
-100.993, -101.224
-100.793, -100.993
-100.559, -100.760
-100.325, -100.559
-100.125, -100.325
-99.895, -100.125
-99.702, -99.895
-99.482, -99.669
-99.269, -99.482
-99.094, -99.269
-98.901, -99.094
-98.743, -98.901
-98.572, -98.719
-98.414, -98.572
-98.290, -98.414
-98.159, -98.290
-98.057, -98.159
-97.954, -98.041
-97.864, -97.954
-97.800, -97.864
-97.739, -97.800
-97.699, -97.739
-97.667, -97.693
-97.649, -97.667
-97.645, -97.649
-97.645, -97.656
-97.656, -97.676
-97.680, -97.714
-97.714, -97.765
-97.765, -97.821
-97.821, -97.901
-97.901, -97.982
-97.996, -98.089
-98.089, -98.212
-98.212, -98.328
-98.328, -98.479
-98.479, -98.619
-98.643, -98.797
-98.797, -98.991
-98.991, -99.166
-99.166, -99.387
-99.387, -99.585
-99.618, -99.826
-99.826, -100.079
-100.079, -100.301
-100.301, -100.566
-100.566, -100.794
-100.833, -101.060
-101.060, -101.320
-101.320, -101.534
-101.534, -101.769
-101.769, -101.951
-101.980, -102.138
-102.138, -102.289
-102.289, -102.389
-102.389, -102.468
-102.468, -102.501
-102.499, -102.505
-102.456, -102.499
-102.389, -102.456
-102.283, -102.389
-102.170, -102.283
-102.017, -102.150
-101.851, -102.017
-101.702, -101.851
-101.522, -101.702
-101.369, -101.522
-101.192, -101.343
-101.023, -101.192
-100.885, -101.023
-100.733, -100.885
-100.614, -100.733
-100.486, -100.595
-100.373, -100.486
-100.287, -100.373
-100.200, -100.287
-100.138, -100.200
-100.079, -100.129
-100.033, -100.079
-100.007, -100.033
-99.986, -100.007
-99.980, -99.986
-99.980, -99.984
-99.984, -100.000
-100.000, -100.025
-100.025, -100.066
-100.066, -100.110
-100.119, -100.172
-100.172, -100.248
-100.248, -100.323
-100.323, -100.423
-100.423, -100.519
-100.537, -100.643
-100.643, -100.782
-100.782, -100.911
-100.911, -101.072
-101.072, -101.220
-101.246, -101.402
-101.402, -101.588
-101.588, -101.750
-101.750, -101.935
-101.935, -102.088
-102.113, -102.250
-102.250, -102.386
-102.386, -102.475
-102.475, -102.539
-102.539, -102.554
-102.517, -102.552
-102.420, -102.517
-102.291, -102.420
-102.086, -102.291
-101.873, -102.086
-101.583, -101.834
-101.262, -101.583
-100.970, -101.262
-100.615, -100.970
-100.307, -100.615
-99.950, -100.255
-99.600, -99.950
-99.309, -99.600
-98.986, -99.309
-98.723, -98.986
-98.436, -98.681
-98.172, -98.436
-97.965, -98.172
-97.746, -97.965
-97.578, -97.746
-97.404, -97.551
-97.256, -97.404
-97.148, -97.256
-97.044, -97.148
-96.972, -97.044
-96.909, -96.962
-96.867, -96.909
-96.845, -96.867
-96.836, -96.845
-96.836, -96.841
-96.843, -96.859
-96.859, -96.889
-96.889, -96.921
-96.921, -96.966
-96.966, -97.007
-97.013, -97.052
-97.052, -97.098
-97.098, -97.132
-97.132, -97.163
-97.163, -97.182
-97.184, -97.192
-97.188, -97.192
-97.173, -97.188
-97.142, -97.173
-97.104, -97.142
-97.050, -97.098
-96.982, -97.050
-96.919, -96.982
-96.841, -96.919
-96.771, -96.841
-96.690, -96.759
-96.612, -96.690
-96.553, -96.612
-96.488, -96.553
-96.445, -96.488
-96.403, -96.437
-96.380, -96.403
-96.373, -96.380
-96.373, -96.380
-96.380, -96.403
-96.409, -96.450
-96.450, -96.517
-96.517, -96.595
-96.595, -96.705
-96.705, -96.820
-96.839, -96.974
-96.974, -97.155
-97.155, -97.331
-97.331, -97.559
-97.559, -97.776
-97.814, -98.052
-98.052, -98.355
-98.355, -98.634
-98.634, -98.981
-98.981, -99.299
-99.353, -99.686
-99.686, -100.094
-100.094, -100.452
-100.452, -100.881
-100.881, -101.252
-101.313, -101.680
-101.680, -102.099
-102.099, -102.443
